City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
0,Ahipara,NZ,-35.17,173.17,52.84,84,0,7.07,clear sky,0.0,0
1,Rikitea,PF,-23.12,-134.97,70.41,69,100,13.6,overcast clouds,0.0,0
2,Hofn,IS,64.25,-15.21,53.6,81,75,2.24,broken clouds,0.0,0
3,Bredasdorp,ZA,-34.53,20.04,53.6,62,0,9.17,clear sky,0.0,0
4,Kaitangata,NZ,-46.28,169.85,42.01,74,72,11.01,broken clouds,0.0,0
5,Vaini,TO,-21.2,-175.2,71.6,78,40,11.41,scattered clouds,0.0,0
6,Busselton,AU,-33.65,115.33,63.0,43,0,20.89,light rain,0.14,0
7,Trindade,BR,-16.65,-49.49,66.2,68,46,5.28,scattered clouds,0.0,0
8,Albany,US,42.6,-73.97,73.99,91,74,7.52,broken clouds,0.0,0
9,Itarema,BR,-2.92,-39.92,73.67,85,6,9.06,clear sky,0.0,0
10,Ushuaia,AR,-54.8,-68.3,35.6,80,42,18.34,scattered clouds,0.0,0
11,Hambantota,LK,6.12,81.12,93.2,59,40,12.75,scattered clouds,0.0,0
12,Sorong,ID,-0.88,131.25,77.95,78,100,3.36,overcast clouds,0.0,0
13,Tuktoyaktuk,CA,69.45,-133.04,38.23,88,80,6.26,broken clouds,0.0,0
14,Guerrero Negro,MX,27.98,-114.06,71.56,62,1,9.75,clear sky,0.0,0
15,Am Timan,TD,11.03,20.28,83.16,64,76,6.51,broken clouds,0.0,0
16,San Quintin,MX,30.48,-115.95,71.1,70,0,8.08,clear sky,0.0,0
17,Hobart,AU,-42.88,147.33,45.0,93,20,2.33,few clouds,0.0,0
18,Saint George,US,37.1,-113.58,87.8,20,1,4.0,clear sky,0.0,0
19,Khatanga,RU,71.97,102.5,53.1,93,100,16.71,light rain,0.23,0
20,Avarua,CK,-21.21,-159.78,71.6,88,100,6.93,light rain,0.71,0
21,Vestmannaeyjar,IS,63.44,-20.27,51.94,88,100,7.2,overcast clouds,0.0,0
22,Nanortalik,GL,60.14,-45.24,43.07,91,99,5.03,overcast clouds,0.0,0
23,Doaba,PK,33.42,70.74,92.35,33,2,8.25,clear sky,0.0,0
24,Jamestown,US,42.1,-79.24,64.0,93,1,5.82,clear sky,0.0,0
25,Bambous Virieux,MU,-20.34,57.76,77.0,78,75,16.11,shower rain,0.0,0
26,Longyearbyen,SJ,78.22,15.64,48.2,70,75,4.7,broken clouds,0.0,0
27,Pacific Grove,US,36.62,-121.92,57.2,82,1,6.91,clear sky,0.0,0
28,Maragheh,IR,37.39,46.24,80.6,39,20,18.34,few clouds,0.0,0
29,Kapaa,US,22.08,-159.32,78.8,78,40,19.46,scattered clouds,0.0,0
30,Waddan,LY,29.16,16.14,90.1,25,0,5.95,clear sky,0.0,0
31,Marquette,US,46.53,-87.63,59.0,87,90,6.93,overcast clouds,0.0,0
32,Provideniya,RU,64.38,-173.3,53.37,63,0,1.1,clear sky,0.0,0
33,Glendive,US,47.11,-104.71,60.8,72,1,8.28,clear sky,0.0,0
34,Portland,US,45.52,-122.68,64.0,74,96,1.12,overcast clouds,0.0,0
35,Aksarka,RU,66.56,67.8,62.78,64,74,3.71,broken clouds,0.0,0
36,Port Lincoln,AU,-34.73,135.87,54.27,76,0,8.08,clear sky,0.0,0
37,Thompson,CA,55.74,-97.86,55.4,87,90,3.36,overcast clouds,0.0,0
38,Arman,RU,59.7,150.17,59.76,79,30,4.34,scattered clouds,0.0,0
39,Yurgamysh,RU,55.37,64.47,77.05,45,99,10.54,overcast clouds,0.0,0
40,Bluff,NZ,-46.6,168.33,39.0,83,88,3.0,light rain,0.11,0
41,Lagoa,PT,39.05,-27.98,68.27,85,3,15.03,clear sky,0.0,0
42,Narsaq,GL,60.92,-46.05,46.4,87,98,4.7,overcast clouds,0.0,0
43,Kieta,PG,-6.22,155.63,80.2,78,89,6.6,moderate rain,1.15,0
44,Carnarvon,AU,-24.87,113.63,78.8,27,0,10.29,clear sky,0.0,0
45,Nikolskoye,RU,59.7,30.79,66.99,63,75,8.95,broken clouds,0.0,0
46,Barkhan,PK,29.9,69.53,96.57,28,0,13.98,clear sky,0.0,0
47,Butaritari,KI,3.07,172.79,83.79,78,49,15.46,scattered clouds,0.0,0
48,Atoyac,MX,20.02,-103.53,65.35,84,100,0.98,light rain,0.3,0
49,Cape Town,ZA,-33.93,18.42,59.0,66,0,13.87,clear sky,0.0,0
50,Esperance,AU,-33.87,121.9,60.8,48,0,18.34,clear sky,0.0,0
51,Beringovskiy,RU,63.05,179.32,48.6,89,48,6.51,scattered clouds,0.0,0
52,Bari,IT,41.12,16.85,86.0,42,0,10.29,clear sky,0.0,0
53,Georgetown,MY,5.41,100.34,87.8,74,40,10.29,scattered clouds,0.0,0
54,Xihua,CN,33.78,114.52,70.57,85,100,12.57,overcast clouds,0.0,0
55,Hermanus,ZA,-34.42,19.23,52.0,71,0,1.99,clear sky,0.0,0
56,Barrow,US,71.29,-156.79,35.6,80,90,6.93,overcast clouds,0.0,0
57,Havoysund,NO,71.0,24.66,60.8,55,33,11.41,scattered clouds,0.0,0
58,Almazar,UZ,40.32,69.01,96.8,18,40,4.47,scattered clouds,0.0,0
59,Leningradskiy,RU,69.38,178.42,40.82,72,0,11.54,clear sky,0.0,0
60,Gondanglegi,ID,-7.75,112.01,82.58,69,1,13.31,clear sky,0.0,0
61,Victoria,HK,22.29,114.16,91.99,62,1,10.0,clear sky,0.0,0
62,Souillac,MU,-20.52,57.52,71.6,78,75,16.11,shower rain,0.0,0
63,Mindelo,CV,16.89,-24.98,77.0,65,75,12.75,broken clouds,0.0,0
64,Zhongshu,CN,24.52,103.77,71.22,85,100,5.48,moderate rain,1.24,0
65,Linguere,SN,15.4,-15.12,84.13,64,100,4.0,overcast clouds,0.0,0
66,Ilulissat,GL,69.22,-51.1,44.6,70,93,2.24,overcast clouds,0.0,0
67,Kodiak,US,57.79,-152.41,57.2,76,75,10.29,broken clouds,0.0,0
68,Alice Springs,AU,-23.7,133.88,59.0,38,0,10.29,clear sky,0.0,0
69,Bengkulu,ID,-3.8,102.27,82.74,75,37,1.68,light rain,0.28,0
70,Saint-Philippe,RE,-21.36,55.77,77.0,65,36,6.93,scattered clouds,0.0,0
71,La Ronge,CA,55.1,-105.28,64.4,82,40,8.05,scattered clouds,0.0,0
72,Mount Isa,AU,-20.73,139.5,68.0,20,0,13.87,clear sky,0.0,0
73,Arraial Do Cabo,BR,-22.97,-42.03,70.43,80,98,15.88,overcast clouds,0.0,0
74,Uruacu,BR,-14.52,-49.14,65.05,55,46,4.09,scattered clouds,0.0,0
75,Mataura,NZ,-46.19,168.86,39.0,83,48,3.0,scattered clouds,0.0,0
76,Hilo,US,19.73,-155.09,73.4,88,90,4.7,moderate rain,2.03,0
77,Benguela,AO,-12.58,13.41,71.6,83,90,6.67,overcast clouds,0.0,0
78,Te Anau,NZ,-45.42,167.72,39.65,88,13,4.36,few clouds,0.0,0
79,East London,ZA,-33.02,27.91,60.8,36,0,4.7,clear sky,0.0,0
80,Klaksvik,FO,62.23,-6.59,50.0,100,75,5.82,mist,0.0,0
81,Whitehorse,CA,60.72,-135.05,53.6,58,75,6.93,broken clouds,0.0,0
82,Punta Arenas,CL,-53.15,-70.92,24.8,85,45,6.93,scattered clouds,0.0,0
83,Goderich,CA,43.75,-81.72,71.01,87,0,1.01,clear sky,0.0,0
84,Cartagena Del Chaira,CO,1.33,-74.84,68.58,97,100,1.03,overcast clouds,0.0,0
85,Faanui,PF,-16.48,-151.75,78.48,71,36,17.78,scattered clouds,0.0,0
86,Gamba,GA,-2.65,10.0,73.81,86,100,5.17,overcast clouds,0.0,0
87,Tura,IN,25.52,90.22,84.16,79,88,3.06,light rain,0.95,0
88,Finschhafen,PG,-6.6,147.87,79.65,77,41,6.85,scattered clouds,0.0,0
89,Havre-Saint-Pierre,CA,50.23,-63.6,66.2,93,90,8.05,overcast clouds,0.0,0
90,Verkhoyansk,RU,67.54,133.38,86.94,32,64,8.88,broken clouds,0.0,0
91,Upernavik,GL,72.79,-56.15,41.5,81,84,4.36,broken clouds,0.0,0
92,Pyshma,RU,56.95,63.25,77.7,45,96,6.69,overcast clouds,0.0,0
93,Pathein,MM,16.78,94.73,85.78,72,100,10.56,light rain,0.16,0
94,Storvorde,DK,57.0,10.1,64.0,64,96,7.0,overcast clouds,0.0,0
95,Puerto Ayora,EC,-0.74,-90.35,66.99,91,74,1.01,broken clouds,0.0,0
96,Mumford,GH,5.26,-0.76,75.49,88,100,6.58,overcast clouds,0.0,0
97,Poddorye,RU,57.47,31.12,64.9,60,100,2.89,overcast clouds,0.0,0
98,Davila,PH,18.47,120.58,89.6,70,75,14.99,thunderstorm,0.0,0
99,Yellowknife,CA,62.46,-114.35,62.01,87,40,3.36,scattered clouds,0.0,0
100,Labuan,MY,5.28,115.24,86.0,74,20,2.24,few clouds,0.0,0
101,Ambilobe,MG,-13.2,49.05,88.39,38,0,11.79,clear sky,0.0,0
102,Ponta Do Sol,PT,32.67,-17.1,72.0,67,0,2.86,clear sky,0.0,0
103,Pevek,RU,69.7,170.31,49.51,83,96,2.86,overcast clouds,0.0,0
104,Beberibe,BR,-4.18,-38.13,77.0,83,75,5.82,broken clouds,0.0,0
105,Batagay,RU,67.63,134.63,86.23,26,62,6.22,broken clouds,0.0,0
106,Castro,BR,-24.79,-50.01,57.29,77,2,6.82,clear sky,0.0,0
107,Ancud,CL,-41.87,-73.82,37.99,93,40,8.05,scattered clouds,0.0,0
108,Lasa,IT,46.62,10.7,64.0,81,5,10.29,clear sky,0.0,0
109,Methoni,GR,36.82,21.7,86.0,45,0,11.54,clear sky,0.0,0
110,Abu Samrah,SY,35.3,37.18,96.82,25,0,14.09,clear sky,0.0,0
111,Shimoda,JP,34.67,138.95,80.6,74,75,13.87,broken clouds,0.0,0
112,Dudinka,RU,69.41,86.18,62.6,51,75,11.18,broken clouds,0.0,0
113,Asau,RO,46.43,26.4,68.0,78,93,3.27,overcast clouds,0.0,0
114,Severo-Kurilsk,RU,50.68,156.12,49.24,93,100,10.71,light rain,0.35,0
115,Comodoro Rivadavia,AR,-45.87,-67.5,39.2,38,0,14.99,clear sky,0.0,0
116,Sur,OM,22.57,59.53,97.63,42,38,5.93,scattered clouds,0.0,0
117,Gat,IL,31.61,34.76,86.0,61,0,4.0,clear sky,0.0,0
118,Olafsvik,IS,64.89,-23.71,50.47,91,100,11.83,light rain,0.71,0
119,Port Hawkesbury,CA,45.62,-61.35,64.99,100,90,6.93,heavy intensity rain,4.2,0
120,College,US,64.86,-147.8,57.2,71,75,3.8,broken clouds,0.0,0
121,Kudahuvadhoo,MV,2.67,72.89,84.63,69,100,6.22,overcast clouds,0.0,0
122,Bambanglipuro,ID,-7.95,110.28,80.89,74,18,15.48,few clouds,0.0,0
123,Ganzhou,CN,28.82,115.43,89.13,72,77,8.39,light rain,0.3,0
124,Chokurdakh,RU,70.63,147.92,69.35,48,74,14.85,broken clouds,0.0,0
125,Airai,TL,-8.93,125.41,62.85,100,100,4.25,light rain,0.21,0
126,Newport,GB,51.59,-3.0,62.01,82,77,2.71,broken clouds,0.0,0
127,Geraldton,AU,-28.77,114.6,78.8,14,0,12.75,clear sky,0.0,0
128,Hithadhoo,MV,-0.6,73.08,85.01,71,78,9.4,broken clouds,0.0,0
129,Ulaangom,MN,49.98,92.07,75.18,45,84,7.7,broken clouds,0.0,0
130,Port-Cartier,CA,50.03,-66.87,66.2,100,90,8.05,overcast clouds,0.0,0
131,Vardo,NO,70.37,31.11,46.99,89,100,14.54,overcast clouds,0.0,0
132,Adre,TD,13.47,22.2,83.91,48,6,7.87,clear sky,0.0,0
133,Sobolevo,RU,54.43,31.9,58.71,94,99,10.65,light rain,0.14,0
134,Preobrazheniye,RU,42.9,133.91,62.83,80,45,3.42,scattered clouds,0.0,0
135,Qaanaaq,GL,77.48,-69.36,44.56,61,0,7.0,clear sky,0.0,0
136,Foumban,CM,5.73,10.9,71.67,89,100,1.36,light rain,0.9,0
137,Samarai,PG,-10.62,150.67,78.66,88,22,16.58,moderate rain,1.32,0
138,Noumea,NC,-22.28,166.46,71.01,73,90,5.82,overcast clouds,0.0,0
139,Bethel,US,41.37,-73.41,69.8,88,1,6.93,clear sky,0.0,0
140,Matara,LK,5.95,80.54,85.84,67,75,12.37,broken clouds,0.0,0
141,Brownwood,US,31.71,-98.99,78.8,54,1,3.36,clear sky,0.0,0
142,Takoradi,GH,4.88,-1.76,76.59,84,97,8.79,light rain,0.13,0
143,Norman Wells,CA,65.28,-126.83,50.0,100,90,8.05,light intensity shower rain,0.0,0
144,Okha,RU,53.57,142.95,55.09,85,53,6.4,broken clouds,0.0,0
145,Kirkland Lake,CA,48.14,-80.04,60.8,87,90,9.17,overcast clouds,0.0,0
146,Villarrica,PY,-25.75,-56.43,64.76,90,21,4.52,few clouds,0.0,0
147,Contamana,PE,-7.33,-75.02,69.69,91,28,0.78,scattered clouds,0.0,0
148,Vostok,RU,46.49,135.88,69.22,78,24,1.23,light rain,0.13,0
149,Chake Chake,TZ,-5.25,39.77,81.09,71,47,12.24,light rain,0.35,0
150,Clyde River,CA,70.47,-68.59,42.84,76,0,5.32,clear sky,0.0,0
151,Usinsk,RU,65.99,57.53,57.58,87,100,22.57,light rain,0.14,0
152,Dembi Dolo,ET,8.53,34.8,65.64,85,100,5.23,overcast clouds,0.0,0
153,Kavaratti,IN,10.57,72.64,78.8,94,90,17.22,heavy intensity rain,0.0,0
154,Zvishavane,ZW,-20.33,30.07,60.3,33,0,13.33,clear sky,0.0,0
155,Kisangani,CD,0.52,25.2,88.34,53,49,2.57,scattered clouds,0.0,0
156,Brae,GB,60.4,-1.35,53.6,93,100,17.22,overcast clouds,0.0,0
157,Cherskiy,RU,68.75,161.3,48.51,95,100,7.56,overcast clouds,0.0,0
158,Kitgum,UG,3.28,32.89,78.62,68,69,3.4,light rain,0.51,0
159,Cidreira,BR,-30.18,-50.21,59.2,97,100,10.78,moderate rain,2.25,0
160,San Carlos De Bariloche,AR,-41.15,-71.31,32.0,94,90,10.29,overcast clouds,0.0,0
161,Manavalakurichi,IN,8.13,77.3,84.2,74,40,6.93,scattered clouds,0.0,0
162,Cumbitara,CO,1.65,-77.58,57.31,100,71,1.79,broken clouds,0.0,0
163,Port Elizabeth,ZA,-33.92,25.57,55.4,50,5,11.41,clear sky,0.0,0
164,Pinar Del Rio,CU,22.42,-83.7,74.48,87,18,1.59,few clouds,0.0,0
165,Dalton,US,34.77,-84.97,69.8,83,1,1.59,clear sky,0.0,0
166,Mantua,IT,45.17,10.78,75.99,53,16,9.17,few clouds,0.0,0
167,Tarazona,ES,41.9,-1.73,73.4,60,21,10.29,light rain,0.49,0
168,Hay River,CA,60.82,-115.8,60.8,72,75,6.93,broken clouds,0.0,0
169,Shenjiamen,CN,29.96,122.3,79.48,89,79,15.37,broken clouds,0.0,0
170,Sitka,US,57.05,-135.33,51.8,87,40,3.36,scattered clouds,0.0,0
171,Praia Da Vitoria,PT,38.73,-27.07,69.8,77,40,10.33,scattered clouds,0.0,0
172,Atuona,PF,-9.8,-139.03,79.36,78,92,17.83,light rain,0.37,0
173,Galesong,ID,-5.32,119.37,86.0,70,40,8.05,scattered clouds,0.0,0
174,Paamiut,GL,61.99,-49.67,42.58,83,85,2.15,overcast clouds,0.0,0
175,Nantucket,US,41.28,-70.1,70.0,100,90,12.75,mist,0.0,0
176,Garowe,SO,8.41,48.48,92.23,33,96,32.28,overcast clouds,0.0,0
177,Poopo,BO,-18.37,-66.97,24.51,70,25,0.4,scattered clouds,0.0,0
178,Port Alfred,ZA,-33.59,26.89,60.01,55,0,4.0,clear sky,0.0,0
179,Biloela,AU,-24.42,150.5,66.76,69,100,6.82,light rain,0.86,0
180,Gigmoto,PH,13.78,124.39,83.8,76,100,3.62,moderate rain,1.68,0
181,Tuatapere,NZ,-46.13,167.68,39.0,83,61,3.0,broken clouds,0.0,0
182,Lenoir City,US,35.8,-84.26,71.01,93,0,2.24,clear sky,0.0,0
183,Moindou,NC,-21.69,165.68,69.8,73,90,5.82,overcast clouds,0.0,0
184,Puno,PE,-15.83,-70.03,32.13,71,0,1.81,clear sky,0.0,0
185,Amurrio,ES,43.05,-3.0,64.99,93,75,4.7,light intensity shower rain,0.0,0
186,Atbasar,KZ,51.8,68.33,87.26,43,0,15.1,clear sky,0.0,0
187,Kon Tum,VN,14.35,108.0,84.83,72,85,2.59,light rain,0.61,0
188,Lata,PT,40.16,-8.33,84.0,52,1,0.31,clear sky,0.0,0
189,Pochutla,MX,15.74,-96.47,76.66,71,100,4.43,light rain,0.24,0
190,Chuy,UY,-33.7,-53.46,40.3,78,30,3.94,scattered clouds,0.0,0
191,Kidal,ML,18.44,1.41,95.76,29,60,10.74,broken clouds,0.0,0
192,Port Hardy,CA,50.7,-127.42,52.65,88,100,3.44,overcast clouds,0.0,0
193,Larsnes,NO,62.2,5.58,51.01,88,100,7.0,moderate rain,2.2,0
194,Mar Del Plata,AR,-38.0,-57.56,42.8,56,52,11.41,broken clouds,0.0,0
195,Raudeberg,NO,61.99,5.14,51.01,90,100,18.86,light rain,0.25,0
196,Berlevag,NO,70.86,29.09,48.06,84,97,4.63,overcast clouds,0.0,0
197,Volot,RU,57.93,30.7,64.63,55,100,3.89,overcast clouds,0.0,0
198,Tiksi,RU,71.69,128.87,59.18,48,41,6.62,scattered clouds,0.0,0
199,Saskylakh,RU,71.92,114.08,71.89,45,42,23.49,scattered clouds,0.0,0
200,Dikson,RU,73.51,80.55,42.67,96,100,7.65,overcast clouds,0.0,0
201,San Patricio,MX,19.22,-104.7,79.2,86,100,2.77,moderate rain,3.23,0
202,New Norfolk,AU,-42.78,147.06,45.0,90,90,1.43,overcast clouds,0.0,0
203,Leh,IN,34.17,77.58,68.14,24,31,8.99,scattered clouds,0.0,0
204,Meulaboh,ID,4.14,96.13,79.59,81,98,5.14,light rain,0.11,0
205,Ushtobe,KZ,45.25,77.98,83.34,22,0,15.77,clear sky,0.0,0
206,Cerrito,CO,6.84,-72.69,50.56,84,94,1.63,overcast clouds,0.0,0
207,Salalah,OM,17.02,54.09,82.4,88,90,12.75,overcast clouds,0.0,0
208,Krasnoselkup,RU,65.7,82.47,68.59,42,77,5.84,broken clouds,0.0,0
209,Vila Franca Do Campo,PT,37.72,-25.43,68.0,68,75,3.36,broken clouds,0.0,0
210,Iqaluit,CA,63.75,-68.51,41.0,100,90,6.93,overcast clouds,0.0,0
211,Fortuna,US,40.6,-124.16,54.0,93,40,4.7,scattered clouds,0.0,0
212,Luangwa,ZM,-15.62,30.42,87.13,29,0,6.42,clear sky,0.0,0
213,Huarmey,PE,-10.07,-78.15,59.94,85,64,5.82,broken clouds,0.0,0
214,Brentwood,US,40.78,-73.25,75.0,78,1,10.29,clear sky,0.0,0
215,Lebu,CL,-37.62,-73.65,48.99,87,100,5.26,light rain,0.21,0
216,Grand Gaube,MU,-20.01,57.66,77.0,59,0,13.0,clear sky,0.0,0
217,Borovskoy,KZ,53.8,64.15,78.69,49,0,10.51,clear sky,0.0,0
218,Codrington,AU,-38.27,141.97,50.47,88,0,8.88,clear sky,0.0,0
219,Springbok,ZA,-29.66,17.89,50.43,47,30,20.4,scattered clouds,0.0,0
220,Hede,CN,33.77,120.25,80.15,89,100,13.89,overcast clouds,0.0,0
221,Sorland,NO,67.67,12.69,55.4,71,75,13.87,broken clouds,0.0,0
222,Tabas,IR,33.6,56.92,98.6,17,0,4.7,clear sky,0.0,0
223,Vao,NC,-22.67,167.48,71.47,76,49,15.93,scattered clouds,0.0,0
224,Catalina,US,32.51,-110.92,86.0,40,10,0.94,clear sky,0.0,0
225,San Pedro,PH,14.35,121.02,89.01,74,20,11.41,few clouds,0.0,0
226,Rosarito,MX,32.33,-117.03,72.0,88,1,5.28,clear sky,0.0,0
227,Xai-Xai,MZ,-25.05,33.64,69.57,52,38,18.63,scattered clouds,0.0,0
228,Strezhevoy,RU,60.73,77.59,62.6,82,75,13.42,broken clouds,0.0,0
229,Itai,BR,-23.42,-49.09,58.59,77,0,4.72,clear sky,0.0,0
230,Sao Joao Da Barra,BR,-21.64,-41.05,67.14,84,28,10.58,scattered clouds,0.0,0
231,Half Moon Bay,US,37.46,-122.43,60.8,67,1,4.7,clear sky,0.0,0
232,Zhuanghe,CN,39.7,122.99,75.7,67,100,9.46,overcast clouds,0.0,0
233,Fairbanks,US,64.84,-147.72,57.2,76,1,3.36,clear sky,0.0,0
234,Namatanai,PG,-3.67,152.43,81.59,77,37,6.02,scattered clouds,0.0,0
235,Gornopravdinsk,RU,60.05,69.9,76.08,31,37,14.47,scattered clouds,0.0,0
236,Deputatskiy,RU,69.3,139.9,73.24,35,30,15.86,scattered clouds,0.0,0
237,Santa Cruz Cabralia,BR,-16.28,-39.02,68.0,94,75,3.36,broken clouds,0.0,0
238,Cayenne,GF,4.93,-52.33,75.2,100,58,1.12,moderate rain,1.86,0
239,Pontianak,ID,-0.03,109.33,82.76,82,36,6.8,moderate rain,1.86,0
240,Dingle,PH,11.0,122.67,84.79,77,100,2.19,moderate rain,1.67,0
241,Sampit,ID,-2.53,112.95,75.16,98,100,3.69,moderate rain,2.19,0
242,Ribeira Grande,PT,38.52,-28.7,69.8,83,75,13.87,broken clouds,0.0,0
243,Aklavik,CA,68.22,-135.01,53.6,58,75,8.05,broken clouds,0.0,0
244,Caxito,AO,-8.58,13.66,71.6,78,75,3.36,broken clouds,0.0,0
245,Nome,US,64.5,-165.41,60.8,63,1,9.37,clear sky,0.0,0
246,Poykovskiy,RU,61.23,73.33,62.6,100,75,15.66,broken clouds,0.0,0
247,Ixtapa,MX,20.7,-105.2,75.0,96,100,1.01,light rain,0.25,0
248,Tarbagatay,RU,51.48,107.36,75.2,60,40,11.18,scattered clouds,0.0,0
249,Mpongwe,ZM,-13.51,28.16,80.78,30,0,9.6,clear sky,0.0,0
250,Luderitz,NA,-26.65,15.16,57.2,62,0,2.24,clear sky,0.0,0
251,Macapa,BR,0.04,-51.07,75.2,100,40,2.24,scattered clouds,0.0,0
252,Jutai,BR,-5.18,-68.9,70.16,97,72,0.58,broken clouds,0.0,0
253,Pringsewu,ID,-5.36,104.97,84.99,71,20,1.7,light rain,0.38,0
254,Mwene-Ditu,CD,-7.0,23.45,89.6,34,33,4.03,scattered clouds,0.0,0
255,Mahebourg,MU,-20.41,57.7,71.6,78,75,16.11,shower rain,0.0,0
256,Xingyi,CN,24.19,102.82,70.57,88,100,7.02,moderate rain,1.4,0
257,Hami,CN,42.8,93.45,94.87,16,32,9.42,scattered clouds,0.0,0
258,Duluth,US,46.78,-92.11,66.2,77,40,6.93,scattered clouds,0.0,0
259,Nanyuki,KE,0.02,37.07,71.17,53,87,2.66,light rain,0.17,0
260,Almaznyy,RU,48.04,40.05,91.4,36,0,8.95,clear sky,0.0,0
261,Rio Grande,BR,-32.03,-52.1,46.99,98,88,2.91,overcast clouds,0.0,0
262,Puerto Vallarta,MX,20.62,-105.23,75.0,96,100,1.01,light rain,0.25,0
263,Hashtrud,IR,37.48,47.05,76.06,40,6,11.34,clear sky,0.0,0
264,Kamina,CD,-8.74,24.99,86.9,25,0,8.61,clear sky,0.0,0
265,Saint-Leu,RE,-21.15,55.28,77.0,65,7,6.93,clear sky,0.0,0
266,Namibe,AO,-15.2,12.15,74.5,41,1,5.77,clear sky,0.0,0
267,Yudong,CN,29.39,106.52,79.0,88,90,8.95,mist,0.0,0
268,Banjar,ID,-8.19,114.97,82.4,83,20,16.11,few clouds,0.0,0
269,Harlingen,US,26.19,-97.7,82.0,88,1,10.29,clear sky,0.0,0
270,Kruisfontein,ZA,-34.0,24.73,58.23,36,5,12.66,clear sky,0.0,0
271,Partyzany,UA,46.33,34.75,85.39,33,0,8.21,clear sky,0.0,0
272,Tilichiki,RU,60.47,166.1,50.86,95,86,6.35,overcast clouds,0.0,0
273,Tual,ID,-5.67,132.75,79.3,84,100,17.54,light rain,0.25,0
274,Bathsheba,BB,13.22,-59.52,80.6,83,40,13.87,scattered clouds,0.0,0
